10088;SDS011;49.87;8.664
10089;DHT22;49.87;8.664
1013;DHT22;50.058;8.296
10230;SDS011;49.432;8.68
10231;DHT22;49.432;8.68
10263;DHT22;50.068;8.156
10416;SDS011;49.432;8.68
10417;DHT22;49.432;8.68
10437;DHT22;50.006;9.202
10438;SDS011;49.8;8.34
10439;DHT22;49.8;8.34
10535;SDS011;49.538;8.352
10536;DHT22;49.538;8.352
10641;SDS011;49.586;8.646
10642;DHT22;49.586;8.646
10643;SDS011;50.132;8.626
10644;DHT22;50.132;8.626
10701;SDS011;50.004;8.246
10702;DHT22;50.004;8.246
10709;SDS011;50.092;9.238
10710;DHT22;50.092;9.238
10894;SDS011;49.886;8.074
10973;SDS011;49.808;9.164
10974;DHT22;49.808;9.164
11039;SDS011;49.592;8.662
11054;SDS011;50.106;8.702
11055;DHT22;50.106;8.702
11082;SDS011;50.186;8.468
11083;DHT22;50.186;8.468
11111;SDS011;49.466;8.468
11112;DHT22;49.466;8.468
11165;SDS011;50.232;8.768
11166;DHT22;50.232;8.768
11245;SDS011;49.858;8.646
11246;DHT22;49.858;8.646
11447;SDS011;49.954;8.452
11524;SDS011;49.648;8.33
11644;SDS011;49.736;8.74
11811;SDS011;50.184;9.162
11812;DHT22;50.184;9.162
11827;SDS011;49.646;8.568
11847;SDS011;49.966;8.052
11848;DHT22;49.966;8.052
11893;SDS011;49.696;8.662
11894;DHT22;49.696;8.662
11976;SDS011;50.14;8.644
12048;SDS011;49.452;8.502
12049;DHT22;49.452;8.502
12310;SDS011;49.83;8.494
12311;DHT22;49.83;8.494
12459;SDS011;49.452;8.466
12460;DHT22;49.452;8.466
12519;SDS011;49.54;8.364
12520;DHT22;49.54;8.364
12556;SDS011;49.932;8.308
12557;DHT22;49.932;8.308
12593;SDS011;50.208;9.182
12594;DHT22;50.208;9.182
1262;SDS011;50.112;8.704
1263;DHT22;50.112;8.704
12637;SDS011;49.43;8.646
12638;DHT22;49.43;8.646
12715;SDS011;49.938;9.124
12721;SDS011;50.316;8.114
12947;SDS011;49.476;8.484
12948;DHT22;49.476;8.484
12962;SDS011;49.882;8.666
13085;SDS011;49.882;8.664
13086;DHT22;49.882;8.664
13102;SDS011;50.162;8.626
13110;SDS011;49.502;8.384
13111;DHT22;49.502;8.384
13279;SDS011;49.814;8.652
13280;DHT22;49.814;8.652
13347;SDS011;49.934;9.138
13415;SDS011;50.15;8.68
13416;DHT22;50.15;8.68
13435;SDS011;49.52;8.504
13436;DHT22;49.52;8.504
1348;SDS011;49.88;8.666
1349;DHT22;49.88;8.666
13696;SDS011;50.08;8.226
13697;DHT22;50.08;8.226
13728;SDS011;50.124;8.766
13729;DHT22;50.124;8.766
13799;SDS011;50.028;9.258
13822;SDS011;49.778;8.462
13953;SDS011;49.444;8.522
13969;SDS011;49.984;8.404
13970;DHT22;49.984;8.404
14030;SDS011;49.436;8.49
14031;DHT22;49.436;8.49
14078;SDS011;50.15;8.568
14079;DHT22;50.15;8.568
14108;SDS011;49.844;8.644
14229;SDS011;49.686;8.676
1430;SDS011;49.994;8.41
14785;SDS011;49.906;9.058
14786;DHT22;49.906;9.058
15061;SDS011;50.306;8.566
15155;SDS011;50.058;8.306
15156;DHT22;50.058;8.306
1525;SDS011;49.982;8.24
1526;DHT22;49.982;8.24
15268;SDS011;50.134;8.716
15299;SDS011;49.954;8.644
15300;DHT22;49.954;8.644
1535;SDS011;50.074;8.228
1536;DHT22;50.074;8.228
1569;SDS011;50.12;8.698
1570;DHT22;50.12;8.698
1575;SDS011;50.162;8.664
1576;DHT22;50.162;8.664
15814;SDS011;50.024;8.172
15815;DHT22;50.024;8.172
15816;SDS011;50.07;8.232
15982;SDS011;50.196;8.096
15983;DHT22;50.196;8.096
16027;SDS011;50.16;8.618
16123;SDS011;49.876;8.652
16124;DHT22;49.876;8.652
16173;SDS011;50.158;8.626
16174;DHT22;50.158;8.626
16272;SDS011;50.044;9.006
16273;DHT22;50.044;9.006
16294;SDS011;49.56;8.244
16326;SDS011;50.142;8.164
16327;DHT22;50.142;8.164
16403;SDS011;50.158;8.642
16404;DHT22;50.158;8.642
16407;SDS011;49.894;8.084
16408;DHT22;49.894;8.084
16575;SDS011;49.472;8.758
16576;DHT22;49.472;8.758
16618;SDS011;49.872;8.646
16766;SDS011;49.926;8.404
16767;DHT22;49.926;8.404
16775;SDS011;49.456;8.164
16780;SDS011;50.056;8.248
16781;DHT22;50.056;8.248
16826;SDS011;49.54;8.576
16827;DHT22;49.54;8.576
1705;SDS011;49.508;8.204
17055;SDS011;50.222;9.264
17059;SDS011;49.716;9.266
17087;SDS011;50.01;9.064
17088;DHT22;50.01;9.064
17163;SDS011;49.874;8.678
17164;DHT22;49.874;8.678
17171;SDS011;50.15;8.756
17172;DHT22;50.15;8.756
17189;SDS011;49.88;8.272
17190;DHT22;49.88;8.272
17340;SDS011;49.93;8.66
17341;DHT22;49.93;8.66
17416;SDS011;50.134;8.528
17417;DHT22;50.134;8.528
17441;SDS011;50.144;8.176
17442;DHT22;50.144;8.176
17590;SDS011;50.07;8.226
17591;DHT22;50.07;8.226
17627;SDS011;50;8.262
17628;DHT22;50;8.262
1777;SDS011;50.082;8.222
1778;DHT22;50.082;8.222
17866;SDS011;49.934;8.65
17867;DHT22;49.934;8.65
17868;SDS011;49.964;9.138
17869;DHT22;49.964;9.138
18090;SDS011;49.948;9.208
18091;DHT22;49.948;9.208
18288;SDS011;49.774;8.472
18289;DHT22;49.774;8.472
18366;SDS011;50.294;8.5
18367;DHT22;50.294;8.5
18455;SDS011;49.9;8.208
18456;DHT22;49.9;8.208
18814;SDS011;50.124;8.638
18815;DHT22;50.124;8.638
18857;SDS011;50.178;8.37
18893;SDS011;49.488;8.226
18894;DHT22;49.488;8.226
18897;SDS011;49.484;8.556
18898;DHT22;49.484;8.556
19074;SDS011;50.086;8.646
19605;SDS011;50.168;8.21
19606;DHT22;50.168;8.21
19810;SDS011;49.632;8.346
19891;SDS011;50.142;8.724
19892;DHT22;50.142;8.724
20340;SDS011;50.042;8.238
20341;DHT22;50.042;8.238
2049;SDS011;49.44;8.576
2050;DHT22;49.44;8.576
20703;SDS011;49.43;8.642
20704;DHT22;49.43;8.642
20727;SDS011;50.154;8.198
20728;DHT22;50.154;8.198
20766;SDS011;50.072;9.002
20821;DHT22;50.016;8.294
20828;SDS011;50.124;8.582
20829;DHT22;50.124;8.582
20855;SDS011;49.542;8.444
20856;DHT22;49.542;8.444
20962;SDS011;50.14;8.138
20963;DHT22;50.14;8.138
20986;SDS011;50.306;8.57
21175;SDS011;50.178;8.186
2139;SDS011;50.086;8.278
2140;DHT22;50.086;8.278
21414;SDS011;50;8.646
21420;SDS011;50.144;8.428
21715;SDS011;49.864;8.64
21716;DHT22;49.864;8.64
21739;SDS011;50.238;8.406
21740;DHT22;50.238;8.406
21769;SDS011;49.558;8.674
21770;DHT22;49.558;8.674
21886;SDS011;49.988;8.182
21917;SDS011;49.882;8.662
21918;DHT22;49.882;8.662
21925;SDS011;49.846;8.646
21926;DHT22;49.846;8.646
21955;SDS011;49.93;8.606
21985;SDS011;49.99;8.028
21986;DHT22;49.99;8.028
22113;SDS011;49.968;9.062
22114;DHT22;49.968;9.062
22176;SDS011;50.098;8.726
22177;DHT22;50.098;8.726
22193;SDS011;50.308;9.27
22194;DHT22;50.308;9.27
22205;SDS011;50.104;8.754
22289;SDS011;50.116;8.424
22290;DHT22;50.116;8.424
22357;SDS011;50.15;8.15
22407;SDS011;50.124;8.65
22408;DHT22;50.124;8.65
22433;SDS011;50.058;9.078
22434;DHT22;50.058;9.078
22560;DHT22;50.152;8.2
22863;SDS011;49.882;8.68
22904;SDS011;50.14;8.518
22905;DHT22;50.14;8.518
22907;SDS011;50.05;8.69
22908;DHT22;50.05;8.69
22920;SDS011;50.142;8.726
22995;SDS011;49.774;8.65
22996;DHT22;49.774;8.65
23009;SDS011;49.99;8.028
23010;DHT22;49.99;8.028
23230;SDS011;49.818;8.632
23231;DHT22;49.818;8.632
23490;SDS011;50.038;8.078
23491;DHT22;50.038;8.078
23527;SDS011;50.056;8.506
23528;DHT22;50.056;8.506
23712;SDS011;49.978;8.298
23713;DHT22;49.978;8.298
23724;SDS011;49.48;8.482
23725;DHT22;49.48;8.482
23734;SDS011;49.8114;8.65593
23735;DHT22;49.8114;8.65593
23896;SDS011;50.134;8.626
24044;SDS011;49.442;8.422
24223;SDS011;49.716;9.212
24224;DHT22;49.716;9.212
24229;SDS011;50.004;8.006
24249;SDS011;49.82;8.648
24250;DHT22;49.82;8.648
24525;SDS011;50.09;8.45
24559;SDS011;49.934;8.656
24560;DHT22;49.934;8.656
24595;SDS011;49.512;8.656
24596;DHT22;49.512;8.656
24637;SDS011;50.162;8.548
24638;DHT22;50.162;8.548
24715;SDS011;50.124;8.678
24897;SDS011;49.434;8.684
24898;DHT22;49.434;8.684
25133;SDS011;50.083;8.27719
25134;DHT22;50.083;8.27719
25669;SDS011;49.611;8.72635
25670;DHT22;49.611;8.72635
2572;SDS011;49.862;8.652
2573;DHT22;49.862;8.652
25846;SDS011;50.168;8.568
2604;SDS011;50.298;8.52
2605;DHT22;50.298;8.52
26100;SDS011;50.0798;8.93309
26101;DHT22;50.0798;8.93309
26141;SDS011;50.154;8.35
26142;DHT22;50.154;8.35
26341;SDS011;50.108;8.64
26342;DHT22;50.108;8.64
26594;SDS011;49.496;8.154
26595;DHT22;49.496;8.154
26656;SDS011;50.01;8.26
26772;SDS011;49.9007;8.68542
26773;DHT22;49.9007;8.68542
26874;SDS011;50.196;8.096
26875;DHT22;50.196;8.096
26940;SDS011;50.126;8.696
26941;DHT22;50.126;8.696
27113;SDS011;49.73;8.614
27114;DHT22;49.73;8.614
27189;SDS011;50.11;8.3982
27190;DHT22;50.11;8.3982
27253;SDS011;49.842;8.234
27254;DHT22;49.842;8.234
27361;SDS011;50.128;8.616
27362;DHT22;50.128;8.616
27402;SDS011;49.494;8.53
27450;SDS011;49.8031;8.70466
27451;DHT22;49.8031;8.70466
27511;SDS011;49.9326;8.65786
27512;DHT22;49.9326;8.65786
27684;SDS011;50.136;8.532
27875;SDS011;49.636;8.622
27876;DHT22;49.636;8.622
2792;SDS011;49.65;8.574
28009;SDS011;49.494;8.41
28010;DHT22;49.494;8.41
28425;SDS011;50.1545;8.18254
28426;DHT22;50.1545;8.18254
2850;SDS011;49.976;8.342
2851;DHT22;49.976;8.342
28545;SDS011;49.606;8.738
28546;DHT22;49.606;8.738
28547;SDS011;49.6;8.746
28548;DHT22;49.6;8.746
28551;SDS011;49.56;8.708
28552;DHT22;49.56;8.708
28760;SDS011;50.014;8.352
28761;DHT22;50.014;8.352
2896;SDS011;49.728;9.228
2897;DHT22;49.728;9.228
29112;SDS011;49.8412;8.23443
29113;DHT22;49.8412;8.23443
29120;SDS011;49.548;8.658
29204;SDS011;49.8097;7.96419
29214;SDS011;49.816;7.964
29220;SDS011;50.2184;8.65172
29221;DHT22;50.2184;8.65172
29240;SDS011;49.88;8.648
29241;DHT22;49.88;8.648
29412;SDS011;50.126;8.45
29413;DHT22;50.126;8.45
29492;SDS011;49.966;8.668
29612;SDS011;50.1331;8.67783
29680;SDS011;50.014;8.25
29681;DHT22;50.014;8.25
29726;SDS011;50.2584;8.97722
29727;DHT22;50.2584;8.97722
30121;SDS011;50.184;8.922
30122;DHT22;50.184;8.922
30135;SDS011;50.2609;8.69688
30136;DHT22;50.2609;8.69688
30143;SDS011;49.738;9.004
30207;SDS011;49.978;8.03
30482;SDS011;49.868;8.646
30483;DHT22;49.868;8.646
30623;SDS011;49.7618;7.98508
30671;SDS011;50.1376;8.16147
30672;DHT22;50.1376;8.16147
30702;DHT22;49.908;7.98
30715;SDS011;49.862;8.316
30716;DHT22;49.862;8.316
30912;SDS011;49.86;8.638
30913;DHT22;49.86;8.638
30998;SDS011;50.042;8.968
30999;DHT22;50.042;8.968
31008;SDS011;50.1909;8.46473
31009;DHT22;50.1909;8.46473
3111;SDS011;50.108;8.684
31384;SDS011;49.788;8.742
31386;SDS011;50.124;8.688
31387;DHT22;50.124;8.688
31510;SDS011;50.132;8.678
31541;SDS011;49.986;8.646
31542;DHT22;49.986;8.646
31588;SDS011;49.8969;9.26899
31736;SDS011;49.858;8.572
31737;DHT22;49.858;8.572
3177;SDS011;50.11;8.63
31770;SDS011;50.152;8.182
31771;DHT22;50.152;8.182
32064;SDS011;50.1841;8.50913
32065;DHT22;50.1841;8.50913
32096;SDS011;49.916;8.284
32097;DHT22;49.916;8.284
32108;SDS011;50.042;8.436
3217;SDS011;49.702;8.618
32495;SDS011;50.0137;8.41517
32496;DHT22;50.0137;8.41517
32549;SDS011;50.1175;8.67121
32550;DHT22;50.1175;8.67121
32611;SDS011;49.478;8.986
32612;DHT22;49.478;8.986
3271;SDS011;50.022;8.424
32870;SDS011;50.0557;8.69238
32871;DHT22;50.0557;8.69238
32894;SDS011;49.484;8.26
32895;DHT22;49.484;8.26
32914;SDS011;49.6806;8.62436
32915;DHT22;49.6806;8.62436
33046;SDS011;50.178;8.924
3311;SDS011;49.648;8.57
3312;DHT22;49.648;8.57
3347;SDS011;49.54;8.574
3348;DHT22;49.54;8.574
33742;SDS011;49.4638;8.48882
33743;DHT22;49.4638;8.48882
34005;SDS011;49.8539;8.64618
34006;DHT22;49.8539;8.64618
3401;SDS011;49.756;8.61
3402;DHT22;49.756;8.61
34028;SDS011;50.04;9.052
3407;SDS011;50.24;8.406
3408;DHT22;50.24;8.406
34146;SDS011;49.448;9.056
34147;DHT22;49.448;9.056
34206;SDS011;49.948;8.86
34207;DHT22;49.948;8.86
3423;SDS011;50.108;8.584
3424;DHT22;50.108;8.584
34282;SDS011;49.828;8.746
34283;DHT22;49.828;8.746
34491;SDS011;49.908;8.126
34492;DHT22;49.908;8.126
34573;SDS011;49.594;8.734
34574;DHT22;49.594;8.734
34826;SDS011;49.762;8.646
34827;DHT22;49.762;8.646
3493;SDS011;49.87;8.652
34930;SDS011;49.646;8.56
3494;DHT22;49.87;8.652
35110;SDS011;50.158;8.658
35111;DHT22;50.158;8.658
35284;SDS011;50.124;8.712
3575;SDS011;49.956;8.46
3576;DHT22;49.956;8.46
35889;SDS011;49.858;8.562
35890;DHT22;49.858;8.562
35907;SDS011;50.32;8.054
36239;SDS011;49.8089;8.65331
36240;DHT22;49.8089;8.65331
36245;SDS011;50.3186;8.04839
36303;SDS011;49.8;8.596
36327;SDS011;50.012;8.264
3637;SDS011;50.068;8.154
3638;DHT22;50.068;8.154
3689;SDS011;50.24;8.596
3690;DHT22;50.24;8.596
3714;SDS011;49.988;8.674
3715;DHT22;49.988;8.674
37151;SDS011;50.112;8.952
37237;SDS011;49.662;8.448
37319;SDS011;49.994;8
37320;DHT22;49.994;8
37335;SDS011;50.046;8.852
37336;DHT22;50.046;8.852
37385;SDS011;50.042;9.034
37407;SDS011;50.248;8.252
37408;DHT22;50.248;8.252
3747;SDS011;50.058;8.688
37565;SDS011;50.2095;8.55741
37575;SDS011;50.2093;8.55711
37693;SDS011;50.122;8.644
3777;SDS011;50.076;8.66
3778;DHT22;50.076;8.66
37846;DHT22;49.828;8.702
37861;SDS011;50.2049;9.23355
37865;SDS011;49.5521;8.67546
37866;DHT22;49.5521;8.67546
37909;SDS011;49.446;8.754
37910;DHT22;49.446;8.754
37987;SDS011;49.878;8.638
38240;SDS011;49.536;8.5
38241;DHT22;49.536;8.5
38431;SDS011;49.9547;8.84686
38603;SDS011;50.054;8.79
38604;DHT22;50.054;8.79
38613;SDS011;49.48;8.488
38851;SDS011;50.092;9.182
3901;SDS011;49.908;9.156
39778;SDS011;49.878;8.618
39779;DHT22;49.878;8.618
40058;SDS011;49.972;8.568
40306;SDS011;50.1527;8.20074
40307;DHT22;50.1527;8.20074
40445;SDS011;49.4967;8.47775
40446;DHT22;49.4967;8.47775
40455;SDS011;49.982;8.06933
40456;DHT22;49.982;8.06933
40701;SDS011;50.114;8.662
40729;SDS011;50.07;8.436
40730;DHT22;50.07;8.436
4080;SDS011;50.074;8.436
4081;DHT22;50.074;8.436
40953;SDS011;50.13;8.71
41001;SDS011;49.462;8.488
41002;DHT22;49.462;8.488
41303;SDS011;49.972;8.804
41629;SDS011;49.488;8.48
41630;DHT22;49.488;8.48
41745;SDS011;50.1023;8.67723
41767;SDS011;50.0095;9.21043
41768;DHT22;50.0095;9.21043
41773;SDS011;49.4724;9.15601
41774;DHT22;49.4724;9.15601
4188;SDS011;49.878;8.65
4189;DHT22;49.878;8.65
42178;SDS011;50.132;8.142
42179;DHT22;50.132;8.142
42306;SDS011;50.162;8.644
42307;DHT22;50.162;8.644
42700;SDS011;49.504;8.526
42718;SDS011;50.1084;8.74817
42719;DHT22;50.1084;8.74817
42720;SDS011;49.927;8.86894
42721;DHT22;49.927;8.86894
42765;DHT22;49.99;8.652
43052;SDS011;50;8.206
43053;DHT22;50;8.206
4306;DHT22;49.926;8.608
43118;SDS011;49.838;8.65
43413;SDS011;49.676;8.606
43414;DHT22;49.676;8.606
4345;SDS011;49.866;7.986
43656;SDS011;49.5002;8.46832
43724;SDS011;50.06;8.26
43725;DHT22;50.06;8.26
43760;SDS011;50.124;8.692
43761;DHT22;50.124;8.692
43950;SDS011;49.436;8.363
43951;DHT22;49.436;8.363
44117;DHT22;49.48;8.512
44179;SDS011;49.9243;8.87409
44180;DHT22;49.9243;8.87409
4422;SDS011;49.814;8.65
4434;SDS011;50.042;8.246
4435;DHT22;50.042;8.246
44466;SDS011;49.9094;8.48391
44467;DHT22;49.9094;8.48391
4450;SDS011;50.18;9.23
4451;DHT22;50.18;9.23
44528;SDS011;49.836;8.10608
44529;DHT22;49.836;8.10608
4454;SDS011;49.492;8.462
44658;SDS011;50.186;8.644
45001;SDS011;49.9254;8.8556
45002;DHT22;49.9254;8.8556
45120;SDS011;50.1237;8.64701
45210;SDS011;50.102;8.584
45322;SDS011;50.2;8.674
45323;DHT22;50.2;8.674
45330;SDS011;49.4927;8.46938
45331;DHT22;49.4927;8.46938
45374;SDS011;49.488;8.52
45375;DHT22;49.488;8.52
45384;SDS011;49.5052;8.59678
45466;SDS011;49.734;8.49
45540;SDS011;49.68;8.608
45734;SDS011;49.632;8.328
45735;DHT22;49.632;8.328
45766;SDS011;50.2369;8.60544
4585;SDS011;50.106;8.642
4595;SDS011;49.978;8.742
4596;DHT22;49.978;8.742
45974;SDS011;49.6278;8.35137
45975;DHT22;49.6278;8.35137
46006;SDS011;50.188;8.524
46086;SDS011;49.648;8.64
4626;SDS011;50.178;8.886
4627;DHT22;50.178;8.886
46320;SDS011;49.9374;8.19289
46321;DHT22;49.9374;8.19289
4650;SDS011;49.602;8.722
4651;DHT22;49.602;8.722
46521;SDS011;49.668;8.544
46537;SDS011;50.154;8.628
46633;SDS011;49.986;8.026
46634;DHT22;49.986;8.026
4694;SDS011;49.54;8.39
4695;DHT22;49.54;8.39
4808;SDS011;49.93;8.606
4809;DHT22;49.93;8.606
4873;SDS011;49.97;9.068
4874;DHT22;49.97;9.068
4895;SDS011;49.948;8.472
4896;DHT22;49.948;8.472
4909;SDS011;49.868;8.66
4910;DHT22;49.868;8.66
4984;SDS011;49.902;8.6
4985;DHT22;49.902;8.6
5032;SDS011;49.888;8.942
5237;SDS011;49.7;7.962
5412;SDS011;50.056;8.678
5458;SDS011;49.992;8.422
5459;DHT22;49.992;8.422
5475;SDS011;50;9.194
5476;DHT22;50;9.194
5493;SDS011;49.864;8.656
5494;DHT22;49.864;8.656
5553;SDS011;49.528;8.666
5554;DHT22;49.528;8.666
5576;DHT22;50.134;8.626
5579;SDS011;49.482;8.48
5580;DHT22;49.482;8.48
562;SDS011;49.514;8.294
563;DHT22;49.514;8.294
5722;SDS011;49.722;8.612
5723;DHT22;49.722;8.612
581;SDS011;50.074;8.436
582;DHT22;50.074;8.436
5827;SDS011;50.242;8.444
5828;DHT22;50.242;8.444
5971;SDS011;49.944;8.454
5972;DHT22;49.944;8.454
5979;SDS011;50.308;8.258
5980;DHT22;50.308;8.258
6013;SDS011;49.928;8.41
6014;DHT22;49.928;8.41
6015;SDS011;49.96;8.454
6049;SDS011;50.018;8.78
6050;DHT22;50.018;8.78
6103;SDS011;49.918;9.078
6104;DHT22;49.918;9.078
6143;SDS011;49.492;8.474
6157;SDS011;49.752;8.484
6243;SDS011;49.94;8.45
6244;DHT22;49.94;8.45
6288;SDS011;49.88;8.836
6326;SDS011;50.182;8.624
6327;DHT22;50.182;8.624
635;SDS011;50.206;8.196
6362;SDS011;49.932;8.494
6363;DHT22;49.932;8.494
6364;SDS011;49.95;8.454
6365;DHT22;49.95;8.454
6505;SDS011;49.858;8.768
6626;SDS011;49.83;8.748
6627;DHT22;49.83;8.748
6665;SDS011;49.906;8.598
6666;DHT22;49.906;8.598
6737;SDS011;49.902;8.596
6738;DHT22;49.902;8.596
6865;DHT22;49.678;8.388
691;SDS011;50.086;8.576
6926;SDS011;50.076;8.868
6951;SDS011;50.138;8.502
6987;SDS011;49.96;8.018
6988;DHT22;49.96;8.018
7122;SDS011;50.148;8.43
7123;DHT22;50.148;8.43
7156;SDS011;49.862;8.758
7338;SDS011;49.524;8.39
7339;DHT22;49.524;8.39
7494;DHT22;49.902;8.59
7571;SDS011;49.928;8.548
7572;DHT22;49.928;8.548
761;SDS011;50.128;8.728
762;DHT22;50.128;8.728
7719;SDS011;49.474;8.616
7720;DHT22;49.474;8.616
7935;SDS011;49.744;8.118
7936;DHT22;49.744;8.118
8038;SDS011;49.844;8.12
8123;SDS011;50.012;8.356
8124;DHT22;50.012;8.356
8185;SDS011;50.004;9.208
8186;DHT22;50.004;9.208
8228;SDS011;50.118;8.714
8247;SDS011;49.844;8.83
8248;DHT22;49.844;8.83
8260;SDS011;49.986;8.274
8261;DHT22;49.986;8.274
8425;SDS011;50.006;8.286
8496;SDS011;50.074;8.488
8497;DHT22;50.074;8.488
8592;SDS011;49.982;8.398
8593;DHT22;49.982;8.398
8692;SDS011;49.482;8.474
8904;SDS011;49.824;8.944
8905;DHT22;49.824;8.944
8956;SDS011;50.054;8.23
8957;DHT22;50.054;8.23
8958;SDS011;49.476;8.484
8959;DHT22;49.476;8.484
9174;SDS011;50.21;8.26
9175;DHT22;50.21;8.26
926;SDS011;49.912;8.24
9268;SDS011;50.12;8.604
9269;DHT22;50.12;8.604
9469;SDS011;50.136;8.752
9470;DHT22;50.136;8.752
9508;SDS011;50.088;8.122
9509;DHT22;50.088;8.122
9518;SDS011;50.22;8.782
9519;DHT22;50.22;8.782
9741;SDS011;50.208;8.74
9846;SDS011;50.084;8.794
9847;DHT22;50.084;8.794
996;SDS011;50.126;8.698
997;DHT22;50.126;8.698
